locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sudilovsky_00332	CDS	1152	lgdh_1	1.1.1.425	COG0673	Levoglucosan dehydrogenase
Sudilovsky_00333	CDS	1071	iolE_2	4.2.1.44		Inosose dehydratase
Sudilovsky_00334	CDS	1245	yegT_2		COG2211	Putative nucleoside transporter YegT
Sudilovsky_00335	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
Sudilovsky_00336	CDS	822	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
Sudilovsky_00337	tRNA	88				tRNA-Ser(tga)
Sudilovsky_00338	CDS	999	pgl_1	3.1.1.31		6-phosphogluconolactonase
Sudilovsky_00339	CDS	1251				hypothetical protein
Sudilovsky_00340	CDS	1077				hypothetical protein
Sudilovsky_00341	misc_RNA	107				Ysr224
Sudilovsky_00342	CDS	636	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
Sudilovsky_00343	CDS	909	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
Sudilovsky_00344	CDS	3048	fdnG	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
Sudilovsky_00345	CDS	2133	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
Sudilovsky_00346	CDS	1110	mrp		COG0489	Iron-sulfur cluster carrier protein
Sudilovsky_00347	CDS	642	udk	2.7.1.48		Uridine kinase
Sudilovsky_00348	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
Sudilovsky_00349	CDS	1836				hypothetical protein
Sudilovsky_00350	CDS	1353	dcuC		COG3069	Anaerobic C4-dicarboxylate transporter DcuC
Sudilovsky_00351	CDS	420	hepT	3.1.-.-	COG2445	mRNA nuclease HepT
Sudilovsky_00352	CDS	384	mntA	2.7.7.108	COG1669	Protein adenylyltransferase MntA
Sudilovsky_00353	CDS	1719				hypothetical protein
Sudilovsky_00354	misc_RNA	38				JUMPstart
Sudilovsky_00355	CDS	1080	wecA_1	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
Sudilovsky_00356	CDS	1137	wza_1		COG1596	Putative polysaccharide export protein Wza
Sudilovsky_00357	CDS	435	amsI	3.1.3.48		putative low molecular weight protein-tyrosine-phosphatase AmsI
Sudilovsky_00358	CDS	2175	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
Sudilovsky_00359	CDS	870	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
Sudilovsky_00360	CDS	393	fdtA	5.3.2.3		TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase
Sudilovsky_00361	CDS	1194	fmt_1	2.1.2.9		Methionyl-tRNA formyltransferase
Sudilovsky_00362	CDS	1113	fdtB	2.6.1.90		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
Sudilovsky_00363	CDS	1266	wzxE_1		COG2244	Lipid III flippase
Sudilovsky_00364	CDS	861				hypothetical protein
Sudilovsky_00365	CDS	1206				hypothetical protein
Sudilovsky_00366	CDS	492	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
Sudilovsky_00367	CDS	1089				hypothetical protein
Sudilovsky_00368	CDS	1029		2.4.1.11	COG0297	Glycogen synthase
Sudilovsky_00369	CDS	1281	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
Sudilovsky_00370	CDS	1110	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
Sudilovsky_00371	CDS	963	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
Sudilovsky_00372	CDS	459	gmm	3.6.1.-	COG1051	GDP-mannose mannosyl hydrolase
Sudilovsky_00373	CDS	1404	rfbM	2.7.7.13		Mannose-1-phosphate guanylyltransferase RfbM
Sudilovsky_00374	CDS	747				hypothetical protein
Sudilovsky_00375	CDS	1374	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
Sudilovsky_00376	CDS	897	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
Sudilovsky_00377	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
Sudilovsky_00378	CDS	366				hypothetical protein
Sudilovsky_00379	CDS	678	gfcB			putative lipoprotein GfcB
Sudilovsky_00380	CDS	783				hypothetical protein
Sudilovsky_00381	CDS	2142				hypothetical protein
Sudilovsky_00382	CDS	558				hypothetical protein
Sudilovsky_00383	CDS	1629	kscP	3.4.21.123		Kumamolisin
Sudilovsky_00384	CDS	1425	bglC_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
Sudilovsky_00385	CDS	837	licT_1		COG3711	Transcription antiterminator LicT
Sudilovsky_00386	CDS	1062	dgcC	2.7.7.65	COG3706	putative diguanylate cyclase DgcC
Sudilovsky_00387	CDS	1104				hypothetical protein
Sudilovsky_00388	CDS	306				hypothetical protein
Sudilovsky_00389	CDS	858	hexR_1		COG1737	HTH-type transcriptional regulator HexR
Sudilovsky_00390	CDS	1512	bauC	1.2.1.27		Malonate-semialdehyde dehydrogenase
Sudilovsky_00391	CDS	1932	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
Sudilovsky_00392	CDS	987	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
Sudilovsky_00393	CDS	939	rbsB_1			Ribose import binding protein RbsB
Sudilovsky_00394	CDS	1548	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
Sudilovsky_00395	CDS	1032	rbsC_1		COG1172	Ribose import permease protein RbsC
Sudilovsky_00396	CDS	1134	lgdh_2	1.1.1.425	COG0673	Levoglucosan dehydrogenase
Sudilovsky_00397	CDS	1905	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
Sudilovsky_00398	CDS	891	iolE_3	4.2.1.44	COG1082	Inosose dehydratase
Sudilovsky_00399	CDS	831	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
Sudilovsky_00400	CDS	708				hypothetical protein
Sudilovsky_00401	CDS	336				hypothetical protein
Sudilovsky_00402	CDS	681	potG_1	7.6.2.16	COG3842	Putrescine transport ATP-binding protein PotG
Sudilovsky_00403	CDS	1665				hypothetical protein
Sudilovsky_00404	CDS	1050	futA1		COG1840	Iron uptake protein A1
Sudilovsky_00405	CDS	840	licT_2		COG3711	Transcription antiterminator LicT
Sudilovsky_00406	CDS	1464	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
Sudilovsky_00407	CDS	1866	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
Sudilovsky_00408	CDS	1065	dgcP	2.7.7.65	COG2199	Diguanylate cyclase DgcP
Sudilovsky_00409	CDS	807				hypothetical protein
Sudilovsky_00410	CDS	453				hypothetical protein
Sudilovsky_00411	CDS	339				hypothetical protein
Sudilovsky_00412	CDS	333	yeaR		COG3615	putative protein YeaR
Sudilovsky_00413	CDS	591				hypothetical protein
Sudilovsky_00414	CDS	972	rhaR_1			HTH-type transcriptional activator RhaR
Sudilovsky_00415	CDS	2196	pfeA			Ferric enterobactin receptor
Sudilovsky_00416	CDS	915				HTH-type transcriptional regulator
Sudilovsky_00417	CDS	567				hypothetical protein
Sudilovsky_00418	CDS	1092	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
Sudilovsky_00419	CDS	783		1.-.-.-		putative oxidoreductase
Sudilovsky_00420	CDS	819	kdsr	1.1.1.102	COG4221	3-ketodihydrosphingosine reductase
Sudilovsky_00421	CDS	1020	pikAII	2.3.1.239		Pikromycin polyketide synthase component PikAII
Sudilovsky_00422	CDS	1173	adhc1	1.1.1.2	COG1064	NADP-dependent alcohol dehydrogenase C 1
Sudilovsky_00423	CDS	951	yqhC_1		COG2207	HTH-type transcriptional regulator YqhC
Sudilovsky_00424	CDS	981				HTH-type transcriptional regulator
Sudilovsky_00425	CDS	306				hypothetical protein
Sudilovsky_00426	CDS	525	ywrO_1	1.6.99.-	COG2249	General stress protein 14
Sudilovsky_00427	CDS	339				hypothetical protein
Sudilovsky_00428	CDS	207				hypothetical protein
Sudilovsky_00429	CDS	1068	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
Sudilovsky_00430	CDS	903	morA	1.1.1.218		Morphine 6-dehydrogenase
Sudilovsky_00431	CDS	159				hypothetical protein
Sudilovsky_00432	CDS	1185	intA_1		COG0582	Prophage integrase IntA
Sudilovsky_00433	tRNA	76				tRNA-Asn(gtt)
Sudilovsky_00434	CDS	1263	lacY		COG2223	Lactose permease
Sudilovsky_00435	CDS	3132	lacZ	3.2.1.23	COG3250	Beta-galactosidase
Sudilovsky_00436	CDS	1077	lacI		COG1609	Lactose operon repressor
Sudilovsky_00437	misc_RNA	107				Ysr224
Sudilovsky_00438	CDS	1050	ugpC_1	7.6.2.10		sn-glycerol-3-phosphate import ATP-binding protein UgpC
Sudilovsky_00439	CDS	2079				hypothetical protein
Sudilovsky_00440	CDS	1035			COG1840	putative protein
Sudilovsky_00441	CDS	1326	uhpC		COG2271	Membrane sensor protein UhpC
Sudilovsky_00442	CDS	1578	uhpB	2.7.13.3	COG3851	Signal transduction histidine-protein kinase/phosphatase UhpB
Sudilovsky_00443	CDS	765	rcsB_2			Transcriptional regulatory protein RcsB
Sudilovsky_00444	CDS	816	nlpA		COG1464	Lipoprotein 28
Sudilovsky_00445	CDS	945	pnl	4.2.2.10		Pectin lyase
Sudilovsky_00446	CDS	216				hypothetical protein
Sudilovsky_00447	CDS	717		5.1.1.13		Aspartate racemase
Sudilovsky_00448	CDS	900	yjiE		COG0583	HTH-type transcriptional regulator YjiE
Sudilovsky_00449	CDS	1305	gltP_1		COG1301	Proton/glutamate-aspartate symporter
Sudilovsky_00450	CDS	894				hypothetical protein
Sudilovsky_00451	CDS	1314	citN		COG2851	Citrate transporter
Sudilovsky_00452	CDS	2151	fdhF	1.17.98.4	COG3383	Formate dehydrogenase H
Sudilovsky_00453	CDS	1680				hypothetical protein
Sudilovsky_00454	CDS	1905				hypothetical protein
Sudilovsky_00455	CDS	543				hypothetical protein
Sudilovsky_00456	CDS	1521				hypothetical protein
Sudilovsky_00457	CDS	1290				hypothetical protein
Sudilovsky_00458	CDS	1140				hypothetical protein
Sudilovsky_00459	CDS	717	lolD_2	7.6.2.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
Sudilovsky_00460	CDS	498	resA		COG0526	Thiol-disulfide oxidoreductase ResA
Sudilovsky_00461	CDS	996	ytfF		COG0697	Inner membrane protein YtfF
Sudilovsky_00462	CDS	165				hypothetical protein
Sudilovsky_00463	CDS	834	rhaS_2			HTH-type transcriptional activator RhaS
Sudilovsky_00464	CDS	954	cbl		COG0583	HTH-type transcriptional regulator cbl
Sudilovsky_00465	CDS	315				hypothetical protein
Sudilovsky_00466	CDS	1356	gltP_2		COG1301	Proton/glutamate-aspartate symporter
Sudilovsky_00467	CDS	1104	gldA_1	1.1.1.6	COG0371	Glycerol dehydrogenase
Sudilovsky_00468	CDS	867				hypothetical protein
Sudilovsky_00469	CDS	867	uup_1	3.6.1.-		ATP-binding protein Uup
Sudilovsky_00470	CDS	1023				hypothetical protein
Sudilovsky_00471	CDS	1023	hcxB_1	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
Sudilovsky_00472	CDS	1014	cuyA	4.4.1.25	COG2515	L-cysteate sulfo-lyase
Sudilovsky_00473	CDS	717		5.1.1.13		Aspartate racemase
Sudilovsky_00474	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
Sudilovsky_00475	CDS	1356	tolC_1		COG1538	Outer membrane protein TolC
Sudilovsky_00476	CDS	1359	prsE_2		COG0845	Type I secretion system membrane fusion protein PrsE
Sudilovsky_00477	CDS	1860	prsD_1		COG4618	Type I secretion system ATP-binding protein PrsD
Sudilovsky_00478	CDS	618	hasA			Hemophore HasA
Sudilovsky_00479	CDS	2679	btuB_1			Vitamin B12 transporter BtuB
Sudilovsky_00480	CDS	954	fecR_2		COG3712	Ferric citrate uptake sigma factor regulator FecR
Sudilovsky_00481	CDS	510				hypothetical protein
Sudilovsky_00482	CDS	171				hypothetical protein
Sudilovsky_00483	CDS	1425	patD	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
Sudilovsky_00484	CDS	1407	patA	2.6.1.82	COG4992	Putrescine aminotransferase
Sudilovsky_00485	CDS	987	bioC_1	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
Sudilovsky_00486	CDS	993				hypothetical protein
Sudilovsky_00487	CDS	1503	proP_1		COG0477	Proline/betaine transporter
Sudilovsky_00488	misc_RNA	107				Ysr224
Sudilovsky_00489	CDS	240				hypothetical protein
Sudilovsky_00490	CDS	1461	amn	3.2.2.4	COG0775	AMP nucleosidase
Sudilovsky_00491	CDS	1779				hypothetical protein
Sudilovsky_00492	CDS	1512	sgrR_1			HTH-type transcriptional regulator SgrR
Sudilovsky_00493	CDS	1248	mdtH_1		COG0477	Multidrug resistance protein MdtH
Sudilovsky_00494	CDS	837	oppF_1	7.4.2.6	COG4608	Oligopeptide transport ATP-binding protein OppF
Sudilovsky_00495	CDS	843	oppD_1	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
Sudilovsky_00496	CDS	378				hypothetical protein
Sudilovsky_00497	CDS	1794				hypothetical protein
Sudilovsky_00498	CDS	810	ssuB_1	7.6.2.14	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
Sudilovsky_00499	CDS	1614				hypothetical protein
Sudilovsky_00500	CDS	1137				hypothetical protein
Sudilovsky_00501	CDS	939	argP_1			HTH-type transcriptional regulator ArgP
Sudilovsky_00502	CDS	753	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
Sudilovsky_00503	CDS	2010	fyuA		COG4771	Pesticin receptor
Sudilovsky_00504	CDS	1263	schE		COG2814	Schizokinen exporter SchE
Sudilovsky_00505	CDS	120				hypothetical protein
Sudilovsky_00506	CDS	969				hypothetical protein
Sudilovsky_00507	CDS	1839	irtA	7.2.2.-	COG1132	Mycobactin import ATP-binding/permease protein IrtA
Sudilovsky_00508	CDS	1809		7.6.2.-		Putative multidrug export ATP-binding/permease protein
Sudilovsky_00509	CDS	738	esaR_1			Transcriptional activator protein EsaR
Sudilovsky_00510	CDS	615				hypothetical protein
Sudilovsky_00511	CDS	645				hypothetical protein
Sudilovsky_00512	CDS	1644	pqiB_1		COG1463	Intermembrane transport protein PqiB
Sudilovsky_00513	CDS	624	pqiA_1		COG2995	Intermembrane transport protein PqiA
Sudilovsky_00514	CDS	639	letA_1		COG2995	Lipophilic envelope-spanning tunnel protein A
Sudilovsky_00515	CDS	663				hypothetical protein
Sudilovsky_00516	CDS	969	cheV2		COG0784	Chemotaxis protein CheV2
Sudilovsky_00517	CDS	840	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
Sudilovsky_00518	CDS	999		4.3.1.19		L-threonine ammonia-lyase
Sudilovsky_00519	CDS	339				hypothetical protein
Sudilovsky_00520	CDS	402				hypothetical protein
Sudilovsky_00521	CDS	426				hypothetical protein
Sudilovsky_00522	CDS	636				hypothetical protein
Sudilovsky_00523	CDS	1236	ribZ		COG2814	Riboflavin transporter RibZ
Sudilovsky_00524	CDS	456	cueR_2			HTH-type transcriptional regulator CueR
Sudilovsky_00525	CDS	1437	bglH_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
Sudilovsky_00526	CDS	5577				hypothetical protein
Sudilovsky_00527	CDS	483				hypothetical protein
Sudilovsky_00528	CDS	540				hypothetical protein
Sudilovsky_00529	CDS	1032	xecA1	4.4.1.23	COG0620	2-hydroxypropyl-CoM lyase
Sudilovsky_00530	CDS	978				hypothetical protein
Sudilovsky_00531	CDS	246				hypothetical protein
Sudilovsky_00532	CDS	345				hypothetical protein
Sudilovsky_00533	CDS	1203	tyrS_1	6.1.1.1		Tyrosine--tRNA ligase
Sudilovsky_00534	CDS	891		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
Sudilovsky_00535	CDS	4035				hypothetical protein
Sudilovsky_00536	tRNA	76				tRNA-Asn(gtt)
Sudilovsky_00537	CDS	798	mtfA	3.4.11.-	COG3228	Mlc titration factor A
Sudilovsky_00538	tRNA	86				tRNA-Ser(cga)
Sudilovsky_00539	CDS	387				hypothetical protein
Sudilovsky_00540	CDS	168				hypothetical protein
Sudilovsky_00541	CDS	1476				hypothetical protein
Sudilovsky_00542	CDS	909	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
Sudilovsky_00543	CDS	600				hypothetical protein
Sudilovsky_00544	CDS	759	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
Sudilovsky_00545	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
Sudilovsky_00546	CDS	1902	gsiA_1	7.4.2.10	COG4172	Glutathione import ATP-binding protein GsiA
Sudilovsky_00547	CDS	1545	gsiB_1		COG0747	Glutathione-binding protein GsiB
Sudilovsky_00548	CDS	993	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
Sudilovsky_00549	CDS	906	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
Sudilovsky_00550	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
Sudilovsky_00551	CDS	891	cdd	3.5.4.5		Cytidine deaminase
Sudilovsky_00552	CDS	696	yohK		COG1346	Inner membrane protein YohK
Sudilovsky_00553	CDS	408				hypothetical protein
Sudilovsky_00554	CDS	1305	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
Sudilovsky_00555	CDS	1038	bioB	2.8.1.6	COG0502	Biotin synthase
Sudilovsky_00556	CDS	1158	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
Sudilovsky_00557	CDS	762	bioC_2	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
Sudilovsky_00558	CDS	681	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
Sudilovsky_00559	CDS	480	hcpA_3			Major exported protein
Sudilovsky_00560	CDS	693				hypothetical protein
Sudilovsky_00561	CDS	441				hypothetical protein
Sudilovsky_00562	CDS	426				hypothetical protein
Sudilovsky_00563	CDS	2013	uvrB		COG0556	UvrABC system protein B
Sudilovsky_00564	CDS	432				hypothetical protein
Sudilovsky_00565	CDS	1032	ybhK		COG0391	Putative gluconeogenesis factor
Sudilovsky_00566	misc_RNA	149				MOCO_RNA_motif
Sudilovsky_00567	CDS	1023	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
Sudilovsky_00568	CDS	519	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
Sudilovsky_00569	CDS	495	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
Sudilovsky_00570	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
Sudilovsky_00571	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
Sudilovsky_00572	CDS	708	ybhL		COG0670	Inner membrane protein YbhL
Sudilovsky_00573	CDS	1137	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
Sudilovsky_00574	CDS	1176	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
Sudilovsky_00575	CDS	1743	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
Sudilovsky_00576	CDS	1029				hypothetical protein
Sudilovsky_00577	CDS	2106	schT		COG4771	Schizokinen transporter SchT
Sudilovsky_00578	CDS	951	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
Sudilovsky_00579	CDS	990	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
Sudilovsky_00580	CDS	1032	yfhA		COG0609	putative siderophore transport system permease protein YfhA
Sudilovsky_00581	CDS	852	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
Sudilovsky_00582	CDS	810				hypothetical protein
Sudilovsky_00583	CDS	1440	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
Sudilovsky_00584	CDS	900				hypothetical protein
Sudilovsky_00585	CDS	873	rhaR_2			HTH-type transcriptional activator RhaR
Sudilovsky_00586	CDS	1230	pepT_1	3.4.11.4	COG2195	Peptidase T
Sudilovsky_00587	CDS	1596	dppA_1		COG0747	Dipeptide-binding protein
Sudilovsky_00588	CDS	399				hypothetical protein
Sudilovsky_00589	CDS	1287	licC_1		COG1455	Lichenan permease IIC component
Sudilovsky_00590	CDS	2340		3.2.1.40	COG3408	Alpha-L-rhamnosidase
Sudilovsky_00591	CDS	945	rhaS_3			HTH-type transcriptional activator RhaS
Sudilovsky_00592	CDS	1284				hypothetical protein
Sudilovsky_00593	CDS	963	aes_1	3.1.1.-		Acetyl esterase
Sudilovsky_00594	CDS	372				hypothetical protein
Sudilovsky_00595	CDS	345	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
Sudilovsky_00596	CDS	690	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
Sudilovsky_00597	CDS	933	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
Sudilovsky_00598	CDS	1413	rocC		COG0833	Amino-acid permease RocC
Sudilovsky_00599	CDS	948	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
Sudilovsky_00600	CDS	549				hypothetical protein
Sudilovsky_00601	CDS	165				hypothetical protein
Sudilovsky_00602	CDS	543	cyaB	4.6.1.1		Adenylate cyclase CyaB
Sudilovsky_00603	CDS	357				hypothetical protein
Sudilovsky_00604	CDS	510				hypothetical protein
Sudilovsky_00605	CDS	948	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
Sudilovsky_00606	CDS	687				hypothetical protein
Sudilovsky_00607	CDS	2307		3.2.1.-	COG1472	Beta-xylosidase
Sudilovsky_00608	CDS	540	idi_1	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
Sudilovsky_00609	CDS	108				hypothetical protein
Sudilovsky_00610	CDS	648	rhtC_1		COG1280	Threonine efflux protein
Sudilovsky_00611	CDS	846	rhaR_3			HTH-type transcriptional activator RhaR
Sudilovsky_00612	CDS	129				hypothetical protein
Sudilovsky_00613	CDS	2100	dinG	5.6.2.3	COG1199	ATP-dependent DNA helicase DinG
Sudilovsky_00614	CDS	105				hypothetical protein
Sudilovsky_00615	CDS	1431	prtC	3.4.24.40		Serralysin C
Sudilovsky_00616	CDS	312	inh			Proteinase inhibitor
Sudilovsky_00617	CDS	1728	prsD_2		COG4618	Type I secretion system ATP-binding protein PrsD
Sudilovsky_00618	CDS	1347	prsE_3		COG0845	Type I secretion system membrane fusion protein PrsE
Sudilovsky_00619	CDS	1368	tolC_2		COG1538	Outer membrane protein TolC
Sudilovsky_00620	CDS	330				hypothetical protein
Sudilovsky_00621	CDS	612	mltF_1			Membrane-bound lytic murein transglycosylase F
Sudilovsky_00622	CDS	675				hypothetical protein
Sudilovsky_00623	CDS	330				hypothetical protein
Sudilovsky_00624	CDS	312				hypothetical protein
Sudilovsky_00625	CDS	468				hypothetical protein
Sudilovsky_00626	CDS	198				hypothetical protein
Sudilovsky_00627	CDS	1428				hypothetical protein
Sudilovsky_00628	CDS	525				hypothetical protein
Sudilovsky_00629	CDS	297	petF		COG1018	Ferredoxin-1
Sudilovsky_00630	CDS	321				hypothetical protein
Sudilovsky_00631	CDS	2475				hypothetical protein
Sudilovsky_00632	CDS	930				hypothetical protein
Sudilovsky_00633	CDS	213				hypothetical protein
Sudilovsky_00634	CDS	1161				hypothetical protein
Sudilovsky_00635	CDS	582				hypothetical protein
Sudilovsky_00636	CDS	273				hypothetical protein
Sudilovsky_00637	CDS	1104				hypothetical protein
Sudilovsky_00638	CDS	582				hypothetical protein
Sudilovsky_00639	CDS	1641				hypothetical protein
Sudilovsky_00640	CDS	171				hypothetical protein
Sudilovsky_00641	CDS	969	ybiB		COG0547	putative protein YbiB
Sudilovsky_00642	CDS	1869				hypothetical protein
Sudilovsky_00643	CDS	1176			COG3385	IS4 family transposase ISPcc1
Sudilovsky_00644	CDS	723	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
Sudilovsky_00645	CDS	660	glnP_1		COG0765	Glutamine transport system permease protein GlnP
Sudilovsky_00646	CDS	747	glnH_1		COG0834	Glutamine-binding periplasmic protein
Sudilovsky_00647	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
Sudilovsky_00648	CDS	552				hypothetical protein
Sudilovsky_00649	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
Sudilovsky_00650	CDS	516	ompX		COG3637	Outer membrane protein X
Sudilovsky_00651	CDS	1170	yycB		COG2807	putative transporter YycB
Sudilovsky_00652	CDS	1401	yeeO		COG0534	putative FMN/FAD exporter YeeO
Sudilovsky_00653	CDS	537	ygaP	2.8.1.1	COG0607	Thiosulfate sulfurtransferase YgaP
Sudilovsky_00654	CDS	330				hypothetical protein
Sudilovsky_00655	CDS	372				hypothetical protein
